"continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","dataGeneralizations","datasetID","datasetName","day","decimalLatitude","decimalLongitude","endDayOfYear","eventCategory","eventConductedBy","eventConductedByID","eventDate","eventEffort","eventID","eventReferences","eventRemarks","eventTime","eventType","fieldNotes","fieldNumber","footprintSpatialFit","footprintSRS","footprintWKT","geodeticDatum","georeferencedBy","georeferencedByID","georeferencedDate","georeferenceProtocol","georeferenceProtocolID","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherGeography","higherGeographyID","informationWithheld","island","islandGroup","locality","locationID","locationRemarks","maximumDepthInMeters","maximumDistanceAboveSurfaceInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumDistanceAboveSurfaceInMeters","minimumElevationInMeters","month","municipality","parentEventID","pointRadiusSpatialFit","preferredEventName","preferredSpatialRepresentation","startDayOfYear","stateProvince","verbatimCoordinates","verbatimCoordinateSystem","verbatimDepth","verbatimElevation","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","verticalDatum","waterBody","year"
"","","","Spain","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1962-05-03","","d7bbac846305496314554a85d7899a06","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Marismas de Hinojos, Coto Doñana","","","","","","","","","","","","","","","","Huelva","","","","","3/5/1962","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1946-02-08","","1f53ce3f8d10aa567dd239ff692f7772","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Badhoevedorp","","","","","","","","","","","","","","","","North Holland","","","","","08-02-1946","","","","","","",""
"","","","Mexico","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","918821b7233210dba369aca487c72bc8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1916-12-31","","643c0027e822b10d39e140beff1569f4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","Laboean","","","","","","","","","","","","","","","","Deli","","","","","31-12-1916","","","","","","",""
"","","","Russia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-05-10","","7f3fb1f7e686e8ac5e0d9085bd5c3c12","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Astrakan","","","","","","","","","","","","","","","","Zuid-Rusland","","","","","10-05-1907","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-01-01/1958-12-31","","a3ea87bc0c513e612c9e5b390bc3e8ba","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Nieuw Guinea","","Merauke","","","","","","","","","","","","","","","","Papua","","","","","1958","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1914-05-18","","0275d8a9ffe48f556096ac7e808f197e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Tongelre","","","","","","","","","","","","","","","","North Brabant","","","","","18/5/1914","","","","","","",""
"","","","The Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1939-05-30","","67601c6688faf517590430fdf70afa7e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Noord-Holland","","","","","30 May 1939","","","","","","",""
"","","","Austria","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1929-11-02","","e488853fee2c2b2b2954ab65d525069c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Judenburg","","","","","","","","","","","","","","","","Styria","","","","","2-11-1929","","","","","","",""
"","","","Ecuador","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1929-02-20","","39a91047ef14ee5130c78b7e7d9f1eb0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Oriente region","","","","","","","","","","","","","","","","Oriente","","","","","20-2-1929","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1898-12-24","","1e2145be2b04d362690532df80dabc0d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Borneo","","Blu Riv.","","","","","","","","","","","","","","","","C. Borneo, upper Mahakam","","","","","24-12-1898","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2020-10-10","","41d81cf7559faa3edb54b41cef917925","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Wassenaar","","","","","","","","","","","","","","","","South Holland","","","","","10 October 2020","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1920-03-22","","bbb06b8f1726aa7b2ee623d67364e60a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Noordwijk aan Zee","","","","","","","","","","","","","","","","South Holland","","","","","22-03-1920","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1937-05-21","","059c357075482f92806ad1f83792b237","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Belitung I., Simpang Rusa kampong","","","","","","","","","","","","","","","","Belitung","","","","","21/5/1937","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","22-12-1969, On original label:\n22-12-'69","","ff0dfd563b3add99713ecf766fab1bca","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Flores","","Todo","","","","","","","","","","","","","","","","","","","","","22-12-1969, On original label:\n22-12-'69","","","","","","",""
"","","","Gaboen","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","34df1f723e5c986ee681ec9d52cced68","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","6c6a89249ab99350e50a5f9624d8e003","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Litjin","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1997-06-02","","885011889f1c0bbae3a0a8ce5eaf2f87","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Cibeureum curug/waterfall, Cibodas region","","","","","","","","","","","","","","","","","","","","","2/6/1997","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1979-01-07","","10ff3dd1718048e614c5265b2692aeb7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Bergen, Nesdijk","","","","","","","","","","","","","","","","North Holland","","","","","7-1-1979","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1931-01-21","","17fd456b9e8798cfc166c170f5e243b2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Seneng, Semarang","","","","","","","","","","","","","","","","","","","","","21-01-1931","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1944-09-16","","b4fe60e40560b2472a96cf3142038681","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Heerlerheide","","","","","","","","","","","","","","","","Limburg","","","","","16-09-1944","","","","","","",""
"","","","Suriname","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1966-01-23","","cba3e51966c5b112a16c96a2ebfe8e06","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Surinamerivier, Phedra","","","","","","","","","","","","","","","","","","","","","23-01-1966","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1957-04-19","","fe2fe7b3625e6a504623831b00faeea8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., Tjarang","","","","","","","","","","","","","","","","","","","","","19/4/1957","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1894-01-26","","d5fc4b61f53960092c9c76baa8138789","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Borneo","","Kenepai Gunung/Mt.","","","","","","","","","","","","","","","","","","","","","26-1-1894","","","","","","",""
"","","","Brazil","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1831-01-18","","ab10af2f149b4f92811484b1fab0d1c5","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-01-1831","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1906-06-26","","2792df303f82a8934a4f159228aeb4e6","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Pasir Kananga","","","","","","","","","","","","","","","","Preanger","","","","","26-06-1906","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","5450b12ab1a21fb75e9764c3298feef2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Netherlands, no further locality","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1919-11-15","","79021f3860580edbe0b898cd2f1c6dbd","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","Sumatra, Res. Palembang","","","","","15-11-1919","","","","","","",""
"","","","Scotland","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1867-06-26","","c9d0d731acf9476d7485be8f5f4a914e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Unst","","","","","","","","","","","","","","","","","","Shetland eilanden","","","","","26-06-1867","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1864-12-15","","89b66fad58506170487e6895eab6dcae","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Nieuw Guinea","","Sorong","","","","","","","","","","","","","","","","W. Nieuw Guinea","","","","","15-12-1864","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1869-03-18","","2e17f6605ee4c7c29b047c216e7021b7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Biak Island","","","","","","","","","","","","","","","","","","Papua","","","","","18/3/1869","","","","","","",""
"","","","Venezuela","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1900-06-14/1920-06-14","","309f3c10dd419fd552e2d51d76dc69ce","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mérida","","","","3000 m","14-06-19xx","","","","","","",""
"","","","Philippijnen","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","f6b3d1daf9addb32609022e7ddb2747b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Norway","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","Date ± 30 days","","16a6b1f47f5b341f3d426c8f6be6f009","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Vest Spitsbergen","","Spitsbergen, no further locality [Vest cf]","","","","","","","","","","","","","","","","Svalbard","","","","","Date ± 30 days","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2008-11-01/2008-11-30","","1c1ebb48478d968f77ef1cb25285c57d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Maassluis west","","","","","","","","","","","","","","","","","","","","","November 2008","","","","","","",""
"","","","The Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1948-05-18","","25812af8f0ffed33cb3b781a95f97628","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Waalre","","","","","","","","","","","","","","","","Noord-Brabant","","","","","18/5/1948","","","","","","",""
"","","","Italy","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","412abc43723a78d37f9acc9013028adf","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sardinia","","Sardinia, no further locality","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1917-06-18","","f6eeb6deba9f0345797d27f78c0366a2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","Ophir District","","","","","18-06-1917","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1932-03-08","","b29f22eefdf5275f209094d663c9f35c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Cibuni estate, NW of Kadupandak, West Java","","","","","","","","","","","","","","","","","","","","","8/3/1932","","","","","","",""
"","","","Japan","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","460f2a466f3b8ce8cd9c9013aa2bf96b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1947-01-01/1969-12-31","","67257f5cfb471c7def1108cc15d99d90","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., no further locality","","","","","","","","","","","","","","","","","","","","","1947-1969","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1965-02-13","","be90af3deebc5b2b1cd32f2a3b5549ef","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Zandvoort, beach","","","","","","","","","","","","","","","","North Holland","","","","","13-2-1965","","","","","","",""
"","","","Argentina","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","7/1871","","4266eefb07d9767602020306528c50cb","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rio Negro","","","","","7/1871","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1942-09-04","","b1a3c84ac110fb3d210ab65fa4e1b535","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Cibunder, near Cibodas, West Java","","","","","","","","","","","","","","","","","","","","","4/9/1942","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-04-08","","f91ce720bd5af38327c10cdf150b757e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Langbroek, Lunenburg estate","","","","","","","","","","","","","","","","Utrecht","","","","","8-4-1907","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-08-20","","15c21ae1ca0050cafbb41faffca4aff1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Oostvaardersdijk","","","","","","","","","","","","","","","","Flevoland","","","","","20-8-1976","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","307c412cadaf26f22043308246b2633d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Cibodas, West Java","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1941-10-30","","85f7c30f32312176d06aa0e3a1b331f3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Amersfoort","","","","","","","","","","","","","","","","Utrecht","","","","","30-10-1941","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1912-12-04","","4e18a5fabc7fcf87385749346cac7573","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","Medan, Deli, NE Sumatra","","","","","","","","","","","","","","","","","","","","","4-12-1912","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1992-07-20","","21a14fb55ee2786dd30bffc63ed12acf","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Oostvaardersplassen","","","","","","","","","","","","","","","","","","","","","20-07-1992","","","","","","",""
"","","84358","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","52.045155","5.871823","","","","","1853-06-30","","a9ff95d6d573f613f64d318dec787e63","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gelderland","","","","","30/6/1853","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1927-03-10","","09f16f43c14dd0fcb1c63eb03dcfe0dd","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Situ Gunung lake (980 m), on Pangrango Gunung/Mt., West JKava","","","","","","","","","","","","","","","","","","","","","10/3/1927","","","","","","",""
"","","","Jordan","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","e65b87c16547a52bd61ba7cbc2339dc5","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Akaba","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","""Inde""","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","d26508c4ec48428f6cefffc069686d74","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Himalaya","","","","","","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1956-01-15","","e41ec46296e740e755d7c1e64046fc96","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Wolfheze, De Buunderkamp estate","","","","","","","","","","","","","","","","Gelderland","","","","","15-1-1956","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1865-09-21","","ef182e70349350b7174dba778f096d3d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Goram","","","","","21-09-1865","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1970-12-31","","1138790fc62eb3d79023ee0596dcebef","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31-12-1970","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1899-10-01/1899-10-31","","54287bcec9df206611447a34d8e2b382","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Borneo","","Blu riv.","","","","","","","","","","","","","","","","C. Borneo","","","","","October 1899","","","","","","",""
"","","","Kenya","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-10-26","","3550b7028307f1c689c7658d31e6faf4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Kamuuani","","","","","","","","","","","","","","","","Machakos, Kalama","","","","","26-10-1976","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1966-02-27","","1c13889fb2a78a78536705b3351f2cd3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Loenen aan de Vecht","","","","","","","","","","","","","","","","","","","","","27-02-1966","","","","","","",""
"","","","Germany","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1880-03-16","","8fac52792888120983ce2e4a2c6d6deb","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Dümmersee","","","","","","","","","","","","","","","","Lower Saxony","","","","","16-3-1880","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1931-11-18","","bc7bccd7aa92fbc0ec5ddb2f39ffc017","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Semarang residency, C Java","","","","","","","","","","","","","","","","","","","","","18/11/1931","","","","","","",""
"","","","Australia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1860-03-10","","7f583760d65ce268a63a3ace2f50e7f0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cooks River","","","","","10-03-1860","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-04-09","","9f6250ac5bf9bf4939d1e9a2347fd07a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Anholt","","","","","","","","","","","","","","","","Westfalen","","","","","09-04-1910","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1861-04-07","","182150ad19a9f079238f6745989ad5d8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Ternate","","","","","","","","","","","","","","","","","","","","","","","07-04-1861","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","988a7f52dd971bdc75fed7589dfe1763","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Celebes","","","","","","","","","","","","","","","","","","Noord-Celebes","","","","","","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1937-05-10/1937-05-11","","3e59c0994868848eec2665f1b4cb67f0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Westschouwen, vuurtoren","","","","","","","","","","","","","","","","Zeeland","","","","","10/11-5-1937","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-05-09","","d2b70376249132b63b712ea862828f48","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","New Guinea","","Noordrivier","","","","","","","","","","","","","","","","Nieuw-Guinea","","","","","09-05-1907","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1969-02-19","","88bfbea6b3578fdc009509580b04055a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Egmond aan Zee, beach","","","","","","","","","","","","","","","","North Holland","","","","","19-2-1969","","","","","","",""
"","","","Suriname","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-09-10","","98dd1819319e3c96738cef7e597df505","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Paramaribo","","","","","","","","","","","","","","","","","","","","","10-09-1958","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1940-07-01","","479ecb5a05708ccc4bd8e94c60562561","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Bogor, Kota Baru kampong","","","","","","","","","","","","","","","","","","","","","1/7/1940","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","ac1f1f890f25435edc5d22939f84278f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kisser","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","ae0692ac19ab016a952b14eed288493a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Fakfak [= Onin Mts cf], Onin Peninsula","","","","","","","","","","","","","","","","West New Guinea","","","","","","","","","","","",""
"","","","Suriname","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1900-06-30","","0c688ffe45bec3dba4ed9e57787932ba","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Suriname, no further locality","","","","","","","","","","","","","","","","","","","","","30/6/1900","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-06-02","","9161d6007867a5ee95983c7936bf25fe","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Pangerango","","","","","","","","","","","","","","","","Java, Preanger","","","","","02-06-1910","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1939-10-26","","ab9ec9034dab4d82fa8266c2c1693d3a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Araboebivak","","","","","","","","","","","","","","","","","","","","","26-10-1939","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-07-02","","b6f1e39a18c1003d8a54b0e36c133ac3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-7-1958","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","5ebbdd10635698e41f3a5f04a03b900e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Apeldoorn area","","","","","","","","","","","","","","","","Gelderland","","","","","","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1861-11-09","","7355588eb9a0fa8617e73d6dad338e99","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Dodinga","","","","","","","","","","","","","","","","Halmahera","","","","","09-11-1861","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","e7166b1506c4e935b20a2789370025fb","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Zuidoost-Afrika","","","","","","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1860-05-15","","f31fa0860e8c0f48c747cb5d8dd7ff74","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Bij Rotterdam","","","","","","","","","","","","","","","","South Holland","","","","","15-05-1860","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1881-04-22","","dbf93149797c0d28207a130601f6d538","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Isl. Soelanga","","","","","","","","","","","","","","","","","","","","","","","22-04-1881","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1949-06-21","","92c37add2fbb3f57d7cc88142175f98b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Drongelen","","","","","","","","","","","","","","","","North Brabant","","","","","21/6/1949","","","","","","",""
"","","","Suriname","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1978-03-03","","7293eeeaae6d506c6b1cbbb9e6d2417f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Brownsberg","","","","","","","","","","","","","","","","","","","","","03-03-1978","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-10-02","","231eab18f9b876545078230a41a1082b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Zoutelande, beach","","","","","","","","","","","","","","","","Zeeland","","","","","2-10-1976","","","","","","",""
"","","","United Kingdom","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","59bf2ba4f5937878119f69bed81d5d85","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1916-01-17","","3c19b19fee8fedcbc7c59f174e440b3b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","Serbadjadi (58 m), Serdang, NE Sumatra","","","","","","","","","","","","","","","","","","","","","17-1-1916","","","","","","",""
