"basedOnMaterialEntityID","basedOnMediaID","basedOnNucleotideAnalysisID","basedOnNucleotideSequenceID","basedOnOccurrenceID","dateIdentified","higherClassificationName","higherClassificationRank","identificationID","identificationReferences","identificationRemarks","identificationType","identificationVerificationStatus","identifiedBy","identifiedByID","isAcceptedIdentification","scientificName","taxonAssignmentMethod","taxonFormula","taxonID","taxonRank","taxonRemarks","typeDesignationType","typeStatus","verbatimIdentification"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.61675","","","","","","","","f83f1faa1388afc2c6c2e68b78abca6e","","","MaterialEntity","","","","true","","","","","","","","","Pycnonotus aurigaster aurigaster (Vieillot, 1818)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.186385","","","","","","","","8c4e020efc979da0f0135fb2bc619170","","","MaterialEntity","","","","true","","","","","","","","","indet"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.10274","","","","","","","","9557c2344196425b310e3ae8d00f9112","","","MaterialEntity","","","","true","","","","","","","","","Picus viridis viridis Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.134511","","","","","","","","9a55a4bfee9c21e1cec5729312bb0070","","","MaterialEntity","","","","true","","","","","","","","","Philemon gilolensis (Bonaparte, 1851)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.212830","","","","","","","","94a6d85da1ce493b532ea95407c31ec3","","","MaterialEntity","","","","true","","","","","","","","","Crinifer concolor (A. Smith)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.225173","","","","","","","","527c0d1e3ff827d3f34c5f6d2255f45b","","","MaterialEntity","","","","true","","","","","","","","","Rallus aquaticus aquaticus Linnaeus"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.126748","","","","","","","","d99c0e7695cf6ca23bc78e041d4a48fd","","","MaterialEntity","","","","true","","","","","","","","","Aegithina tiphia subsp."
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.39238","","","","","","","","315b475b799cdf4599912999fde44956","","","MaterialEntity","","","","true","","","","","","","","","Asio otus otus (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.162334","","","","","","","","43eea64bd0b5fc8e5dbc3871f36ac43c","","","MaterialEntity","","","","true","","","","","","","","","Percnostola rufifrons (Gmelin, JF, 1789)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.75369","","","","","","","","36be341c423dca6dffc6cd102819175e","","","MaterialEntity","","","","true","","","","","","","","","Stercorarius pomarinus Temminck, 1815"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.223949","","","","","","","","cf3861dc805ef8bf09464ba75c218ba9","","","MaterialEntity","","","","true","","","","","","","","","Charadrius falklandicus Latham, 1790"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.19679","","","","","","","","805704317d86bff03c9233a80a2887df","","","MaterialEntity","","","","true","","","","","","","","","Clamator coromandus Linnaeus, 1766"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.32583","","","","","","","","4d29fe5bf1b0d53a53d014eb93193e17","","","MaterialEntity","","","","true","","","","","","","","","Tringa totanus eurhinus (Oberholser, 1900)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.189572","","","","","","","","32b8ac9c3de277ba55c0e109493440e9","","","MaterialEntity","","","","true","","","","","","","","","Eriocnemis luciani (Bourcier, 1847)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.72865","","","","","","","","a80e8387fa925fb4f482212edbbd6849","","","MaterialEntity","","","","true","","","","","","","","","Rostratula benghalensis benghalensis (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.95728","","","","","","","","3d46c8327453a5465c7d4b1d818b44a9","","","MaterialEntity","","","","true","","","","","","","","","Pseudonigrita arnaudi arnaudi (Bonaparte, 1851)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.136964","","","","","","","","fca8571fe154419b830066880f8158a3","","","MaterialEntity","","","","true","","","","","","","","","Hippolais olivetorum (Strickland, 1837)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.189783","","","","","","","","2e43007af6f0f7c83121b1bea962cdb2","","","MaterialEntity","","","","true","","","","","","","","","Oxypogon guerinii guerinii (Boissonneau, 1840)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.22721","","","","","","","","f8ea1b88de780fbb4e31a70995a1e562","","","MaterialEntity","","","","true","","","","","","","","","Fringilla montifringilla Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.150920","","","","","","","","9e26c379f5fafcd4a0ef2aa95ced6080","","","MaterialEntity","","","","true","","","","","","","","","Aethopyga siparaja siparaja (Raffles, 1822)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.40520","","","","","","","","c4cffb166b7d53dca8e7f80f901ffa00","","","MaterialEntity","","","","true","","","","","","","","","Malacocichla sepiaria sepiaria"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.199695","","","","","","","","f43043b70c3c8994e5bc3e25eb0ac61e","","","MaterialEntity","","","","true","","","","","","","","","Caprimulgus affinis affinis Horsf."
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.107565","","","","","","","","bf504714f92d4d335b48e05ef31cb012","","","MaterialEntity","","","","true","","","","","","","","","Podiceps nigricollis nigricollis Brehm, C.L., 1831"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.108731","","","","","","","","112d536f808d89e133db8f7445c73112","","","MaterialEntity","","","","true","","","","","","","","","Nycticorax nycticorax nycticorax (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.134385","","","","","","","","63a3efc6159be89b895f0af4f5f39ae7","","","MaterialEntity","","","","true","","","","","","","","","Notiomystis cincta cincta (Du Bus de Gisignies, 1839)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.70552","","","","","","","","08f5adeca360cdc105f797dea08afed3","","","MaterialEntity","","","","true","","","","","","","","","Ducula aenea aenea (Linnaeus, 1766)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.177249","","","","","","","","e2ea8198ba641bbf96e6b11db50129d9","","","MaterialEntity","","","","true","","","","","","","","","Larus argentatus Pontoppidan, 1763"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.219421","","","","","","","","dd8ebb1dd354bcff9def6c5541385e86","","","MaterialEntity","","","","true","","","","","","","","","Ocyphaps lophotes (Temminck)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.13392","","","","","","","","9228b0fbd25adb9a79b362fd875cb19e","","","MaterialEntity","","","","true","","","","","","","","","Lonchura cucullata cucullata Swainson, 1837"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.53647","","","","","","","","91e544426688ab1273c8f57abb61a615","","","MaterialEntity","","","","true","","","","","","","","","Garrulax canorus taewanus Swinhoe, 1859"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.74916","","","","","","","","d2703714d323202b1f8d1d83e867b525","","","MaterialEntity","","","","true","","","","","","","","","Cypsiurus parvus (Lichtenstein, 1823)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.16394","","","","","","","","9dca63efafcc8db2036f5814ff113ef3","","","MaterialEntity","","","","true","","","","","","","","","Parus cristatus mitratus Brehm, 1831"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.153661","","","","","","","","d5fa1031571f5d37923282d4bfd72d9a","","","MaterialEntity","","","","true","","","","","","","","","Molothrus bonariensis bonariensis (Gmelin, 1789)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.149027","","","","","","","","a38554e54fbb68889f18c6315f8ee66c","","","MaterialEntity","","","","true","","","","","","","","","Emberiza tahapisi septemstriata Rüppell, 1840"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.56155","","","","","","","","6481ba68d7140d3abadb19d8d06fdef0","","","MaterialEntity","","","","true","","","","","","","","","Accipiter nisus nisus (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.33696","","","","","","","","e6a77b8c888056f793852d82a684b62b","","","MaterialEntity","","","","true","","","","","","","","","Pelecanus occidentalis carolinensis Gmelin, J.F., 1789"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.230205","","","","","","","","d0ee6a2cee99a9f82996eaa1403f88d7","","","MaterialEntity","","","","true","","","","","","","","","Anser albifrons albifrons (Scop.)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.254786","","","","","","","","f34f259973859c359190eaa153053a3d","","","MaterialEntity","","","","true","","","","","","","","","Euphonia nigricollis Vieillot, 1819"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.23597","","","","","","","","439fd0375a014b14c2421849c2c5c03b","","","MaterialEntity","","","","true","","","","","","","","","Philomachus pugnax Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.209780","","","","","","","","c6871078fae6cce08db3bd42ea5092e5","","","MaterialEntity","","","","true","","","","","","","","","Psittrichas fulgidus (Lesson)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.11517","","","","","","","","a895f8719fa721dac1d6c7f3aece1b16","","","MaterialEntity","","","","true","","","","","","","","","Sterna sandvicensis eurygnatha Saunders, 1876"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.46311","","","","","","","","e26e05a17ce4ac0b33859ac7e61c90c5","","","MaterialEntity","","","","true","","","","","","","","","Motacilla cinerea cinerea Tunstall, 1771"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.203562","","","","","","","","10c901851ffe0a3e22f97f56404c7c27","","","MaterialEntity","","","","true","","","","","","","","","Dryocopus javensis parvus (Richmond)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.208622","","","","","","","","1edff29bec03d544c989d6f47e66815d","","","MaterialEntity","","","","true","","","","","","","","","Aratinga pertinax pertinax (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.179677","","","","","","","","786780ad094d831339e25e1114f5f14a","","","MaterialEntity","","","","true","","","","","","","","","Ducula luctuosa (Temminck, 1825)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.63087.b","","","","","","","","88840022faf82f82adb4ce872b5d6201","","","MaterialEntity","","","","true","","","","","","","","","Collocalia esculenta linchi Horsfield and Moore, F., 1854"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.153305","","","","","","","","f2241f8877ed901ce0453dd4e97baf4b","","","MaterialEntity","","","","true","","","","","","","","","Cacicus haemorrhous affinis Swainson, 1834"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.143308","","","","","","","","4a0291d13486bad616aa1f7f535d4ebd","","","MaterialEntity","","","","true","","","","","","","","","Aplonis atrifusca (Peale, 1848)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.5070242.c","","","","","","","","1d20278e537694a7f01bcc59605cce86","","","MaterialEntity","","","","true","","","","","","","","","Jynx ruficollis Wagler, 1830"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.26347","","","","","","","","f0655afdd679050d62ea7d450c131ad9","","","MaterialEntity","","","","true","","","","","","","","","sylvia borin borin (Boddaert, 1783)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.121916","","","","","","","","8ce849c7e3f4ba5bbfc803afb7275fac","","","MaterialEntity","","","","true","","","","","","","","","Lullula arborea arborea (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.9571","","","","","","","","3edff5ea1451a73cb65ad1a338f53ee5","","","MaterialEntity","","","","true","","","","","","","","","Zonotrichia albicollis Gmelin, J.F., 1789"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.100019","","","","","","","","730bdaa326a9df64dfd6441cb69c3bbf","","","MaterialEntity","","","","true","","","","","","","","","Dicrurus hottentottus suluensis Hartert, 1902"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.15127","","","","","","","","7f5330574cd38b42627b616ef6070689","","","MaterialEntity","","","","true","","","","","","","","","Charmosyna placentis occidentalis Mayr"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61338","","","","","","","","780e95bfc51b12783232aaf6c9f624c3","","","MaterialEntity","","","","true","","","","","","","","","Hemiprocne comata comata (Temminck, 1824)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.177206","","","","","","","","2f7585bcd10428af58fbffc5c69463dd","","","MaterialEntity","","","","true","","","","","","","","","Falco tinnunculus tinnunculus Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.252950","","","","","","","","c2f56918e7502e248ae99f1fc8d2f797","","","MaterialEntity","","","","true","","","","","","","","","Perdix perdix (Linnaeus)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.140130","","","","","","","","e76112c8e8ca3cd7f6f39656ce07dad1","","","MaterialEntity","","","","true","","","","","","","","","Garrulus glandarius glandarius (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.49773","","","","","","","","9e7d775913aba0519510fd8f9f4f6cb9","","","MaterialEntity","","","","true","","","","","","","","","Turdus merula merula Linnaeus, 1758"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.14478","","","","","","","","5c0ebc9cc95ab29b7eef719d4669523c","","","MaterialEntity","","","","true","","","","","","","","","Saxicola torquatus torquatus Linnaeus, 1766"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.64307","","","","","","","","87179d7690b0fd88601dc39ef9f3a736","","","MaterialEntity","","","","true","","","","","","","","","Stachyris thoracica thoracica (Temminck, 1821)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.15668","","","","","","","","acf660850a37d73fd3b72dbe4fec6963","","","MaterialEntity","","","","true","","","","","","","","","Circus aeruginosus aeruginosus (Linnaeus, 1758)"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.197796","","","","","","","","660b7a98dbcdfbc569f574ed3e31a762","","","MaterialEntity","","","","true","","","","","","","","","Speotyto cunicularia cunicularia (Molina)"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.39545","","","","","","","","54ae8e55f700007b60b527768091dc66","","","MaterialEntity","","","","true","","","","","","","","","Ciconia ciconia ciconia (Linnaeus, 1758)"
