surveyID	eventID	siteCount	siteNestingDescription	verbatimSiteDescriptions	verbatimSiteNames	isAbsenceReported	areNonTargetTaxaFullyReported	compilationTypes	inventoryTypes	protocolNames	protocolReferences	isLeastSpecificTargetCategoryQuantityInclusive	sampleSizeValue	sampleSizeUnit	samplingPerformedBy	samplingPerformedByID	isSamplingEffortReported	samplingEffortProtocol	samplingEffortValue	samplingEffortUnit
BROKE_WEST_RMT_065_RMT1	BROKE_WEST_RMT_065_RMT1	1	sampling station		RMT_065	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_065_RMT8	BROKE_WEST_RMT_065_RMT8	1	sampling station		RMT_065	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	7942.16	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_066_RMT1	BROKE_WEST_RMT_066_RMT1	1	sampling station		RMT_066	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_066_RMT8	BROKE_WEST_RMT_066_RMT8	1	sampling station		RMT_066	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	37069.52	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_067_RMT1	BROKE_WEST_RMT_067_RMT1	1	sampling station		RMT_067	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_067_RMT8	BROKE_WEST_RMT_067_RMT8	1	sampling station		RMT_067	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	12324.28	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_068_RMT1	BROKE_WEST_RMT_068_RMT1	1	sampling station		RMT_068	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_068_RMT8	BROKE_WEST_RMT_068_RMT8	1	sampling station		RMT_068	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	22824.13	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_069_RMT1	BROKE_WEST_RMT_069_RMT1	1	sampling station		RMT_069	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_069_RMT8	BROKE_WEST_RMT_069_RMT8	1	sampling station		RMT_069	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	43797.71	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_070_RMT1	BROKE_WEST_RMT_070_RMT1	1	sampling station		RMT_070	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_070_RMT8	BROKE_WEST_RMT_070_RMT8	1	sampling station		RMT_070	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	18387.15	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_071_RMT1	BROKE_WEST_RMT_071_RMT1	1	sampling station		RMT_071	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_071_RMT8	BROKE_WEST_RMT_071_RMT8	1	sampling station		RMT_071	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	18833.02	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_072_RMT1	BROKE_WEST_RMT_072_RMT1	1	sampling station		RMT_072	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_072_RMT8	BROKE_WEST_RMT_072_RMT8	1	sampling station		RMT_072	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	35172.8	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_073_RMT1	BROKE_WEST_RMT_073_RMT1	1	sampling station		RMT_073	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_073_RMT8	BROKE_WEST_RMT_073_RMT8	1	sampling station		RMT_073	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	20588.66	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_074_RMT1	BROKE_WEST_RMT_074_RMT1	1	sampling station		RMT_074	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_074_RMT8	BROKE_WEST_RMT_074_RMT8	1	sampling station		RMT_074	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	11891.47	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_075_RMT1	BROKE_WEST_RMT_075_RMT1	1	sampling station		RMT_075	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_075_RMT8	BROKE_WEST_RMT_075_RMT8	1	sampling station		RMT_075	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	5412.34	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_076_RMT1	BROKE_WEST_RMT_076_RMT1	1	sampling station		RMT_076	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_076_RMT8	BROKE_WEST_RMT_076_RMT8	1	sampling station		RMT_076	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	6702.07	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_077_RMT1	BROKE_WEST_RMT_077_RMT1	1	sampling station		RMT_077	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_077_RMT8	BROKE_WEST_RMT_077_RMT8	1	sampling station		RMT_077	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	35218.09	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_078_RMT1	BROKE_WEST_RMT_078_RMT1	1	sampling station		RMT_078	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_078_RMT8	BROKE_WEST_RMT_078_RMT8	1	sampling station		RMT_078	false	true	survey only	restricted search taxonomic inventory process	target trawls on acoustically detected aggregations	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	8000.51	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_079_RMT1	BROKE_WEST_RMT_079_RMT1	1	sampling station		RMT_079	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_079_RMT8	BROKE_WEST_RMT_079_RMT8	1	sampling station		RMT_079	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	37910.76	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_080_RMT1	BROKE_WEST_RMT_080_RMT1	1	sampling station		RMT_080	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true			Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
BROKE_WEST_RMT_080_RMT8	BROKE_WEST_RMT_080_RMT8	1	sampling station		RMT_080	false	true	survey only	restricted search taxonomic inventory process	Pre-planned routine hauls with standard double oblique tow	Kawaguchi S., Nicol S., Virtue P., Davenport S., Casper R., Swadling K., Hosie G.W., 2010. Krill demography and large scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006. Deep-Sea Research II 57 (9–10), 934–947.	true	45792.83	m3	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	true	RMT setup is described in Baker, A. de C., M. R. Clarke, and M. J. Harris. ""The NIO combination net (RMT 1+ 8) and further developments of rectangular midwater trawls."" Journal of the Marine Biological Association of the United Kingdom 53.1 (1973): 167-184. | Towing speed is 4.5 km/h as stated in samplingEffortValue and samplingEffortUnit.	4.5	km/h
