materialEntityID	assertionID	assertionType	assertionTypeIRI	assertionValue	assertionValueIRI	assertionValueNumeric	assertionUnit	assertionUnitIRI
AAV3FF_00027	AAV3FF_00027_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00028	AAV3FF_00028_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			73	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00029	AAV3FF_00029_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00030	AAV3FF_00030_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			77	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00031	AAV3FF_00031_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			81	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00032	AAV3FF_00032_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			80	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00033	AAV3FF_00033_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			83	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00034	AAV3FF_00034_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00035	AAV3FF_00035_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			63	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00036	AAV3FF_00036_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			80	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00037	AAV3FF_00037_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			73	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00038	AAV3FF_00038_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			79	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00039	AAV3FF_00039_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00040	AAV3FF_00040_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00041	AAV3FF_00041_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			76	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00042	AAV3FF_00042_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			77	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00043	AAV3FF_00043_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00044	AAV3FF_00044_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00045	AAV3FF_00045_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			65	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00057	AAV3FF_00057_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00058	AAV3FF_00058_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00059	AAV3FF_00059_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00060	AAV3FF_00060_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00061	AAV3FF_00061_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			80	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00062	AAV3FF_00062_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00063	AAV3FF_00063_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			74	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00064	AAV3FF_00064_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			80	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00065	AAV3FF_00065_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00066	AAV3FF_00066_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			77	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00067	AAV3FF_00067_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			102	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00068	AAV3FF_00068_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			86	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00069	AAV3FF_00069_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			83	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00070	AAV3FF_00070_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00071	AAV3FF_00071_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			81	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00072	AAV3FF_00072_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			66	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00073	AAV3FF_00073_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			72	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00074	AAV3FF_00074_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			62	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00077	AAV3FF_00077_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			77	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00078	AAV3FF_00078_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00079	AAV3FF_00079_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00080	AAV3FF_00080_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00081	AAV3FF_00081_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00082	AAV3FF_00082_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00083	AAV3FF_00083_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00084	AAV3FF_00084_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00085	AAV3FF_00085_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00086	AAV3FF_00086_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			77	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00087	AAV3FF_00087_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			77	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00088	AAV3FF_00088_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			72	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00089	AAV3FF_00089_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00090	AAV3FF_00090_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			79	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00091	AAV3FF_00091_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00092	AAV3FF_00092_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			73	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00093	AAV3FF_00093_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00094	AAV3FF_00094_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00095	AAV3FF_00095_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00096	AAV3FF_00096_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			76	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00097	AAV3FF_00097_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			73	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00098	AAV3FF_00098_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00099	AAV3FF_00099_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			78	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00100	AAV3FF_00100_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			74	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00101	AAV3FF_00101_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			76	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00102	AAV3FF_00102_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00103	AAV3FF_00103_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00104	AAV3FF_00104_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00105	AAV3FF_00105_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			79	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00106	AAV3FF_00106_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00107	AAV3FF_00107_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			74	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00108	AAV3FF_00108_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00109	AAV3FF_00109_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			68	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00110	AAV3FF_00110_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			64	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00111	AAV3FF_00111_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			42	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00112	AAV3FF_00112_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00113	AAV3FF_00113_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			19	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00114	AAV3FF_00114_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00115	AAV3FF_00115_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00118	AAV3FF_00118_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			42	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00119	AAV3FF_00119_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			40	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00120	AAV3FF_00120_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			46	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00121	AAV3FF_00121_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			42	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00123	AAV3FF_00123_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00124	AAV3FF_00124_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			38	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00125	AAV3FF_00125_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			44	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00126	AAV3FF_00126_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			18	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00154	AAV3FF_00154_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			45	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00155	AAV3FF_00155_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			46	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00156	AAV3FF_00156_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			37	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00160	AAV3FF_00160_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00161	AAV3FF_00161_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			22	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00162	AAV3FF_00162_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00163	AAV3FF_00163_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			21	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00164	AAV3FF_00164_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00165	AAV3FF_00165_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00166	AAV3FF_00166_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			19	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00168	AAV3FF_00168_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00169	AAV3FF_00169_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			39	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00170	AAV3FF_00170_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			39	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00171	AAV3FF_00171_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00172	AAV3FF_00172_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00174	AAV3FF_00174_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			40	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00181	AAV3FF_00181_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00182	AAV3FF_00182_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00183	AAV3FF_00183_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			71	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00184	AAV3FF_00184_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			74	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00185	AAV3FF_00185_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			70	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00197	AAV3FF_00197_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			55	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00198	AAV3FF_00198_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			12	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00229	AAV3FF_00229_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			35	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00230	AAV3FF_00230_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			46	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00231	AAV3FF_00231_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			19	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00232	AAV3FF_00232_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00233	AAV3FF_00233_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00234	AAV3FF_00234_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00235	AAV3FF_00235_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00236	AAV3FF_00236_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00237	AAV3FF_00237_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00238	AAV3FF_00238_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00239	AAV3FF_00239_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00240	AAV3FF_00240_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			17	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00241	AAV3FF_00241_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			14	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00244	AAV3FF_00244_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			28	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00248	AAV3FF_00248_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00249	AAV3FF_00249_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			82	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00250	AAV3FF_00250_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			53	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00254	AAV3FF_00254_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			19	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00258	AAV3FF_00258_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			67	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00259	AAV3FF_00259_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			75	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00260	AAV3FF_00260_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			49	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00261	AAV3FF_00261_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00263	AAV3FF_00263_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			19	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00264	AAV3FF_00264_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			36	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00265	AAV3FF_00265_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			41	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00266	AAV3FF_00266_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			63	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00267	AAV3FF_00267_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			61	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00268	AAV3FF_00268_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			89	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00272	AAV3FF_00272_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			19	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00273	AAV3FF_00273_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			20	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00274	AAV3FF_00274_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			43	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00276	AAV3FF_00276_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			22	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00277	AAV3FF_00277_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			116	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00278	AAV3FF_00278_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			22	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00279	AAV3FF_00279_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			87	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00281	AAV3FF_00281_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			81	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00282	AAV3FF_00282_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			90	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00283	AAV3FF_00283_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			34	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
AAV3FF_00284	AAV3FF_00284_TL	Total Length	http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX			83	mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
