"mediaID"	"mediaType"	"accessURI"	"format"	"rights"	"Owner"	"mediaDescription"
"P123.1BS_00L16S_16S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP123.1BSP123.1BS_00L16S_16SP123.1BS_wet_2018_00L16S_16S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AL_01L07S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ALP124.1AL_01L07S_01LP124.1AL_forest_2018_01L07S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_01SP124.1AS_forest_2018_01L07S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_02SP124.1AS_forest_2018_01L07S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_03SP124.1AS_forest_2018_01L07S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_04SP124.1AS_forest_2018_01L07S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_05SP124.1AS_forest_2018_01L07S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_06SP124.1AS_forest_2018_01L07S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1AS_01L07S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1ASP124.1AS_01L07S_07SP124.1AS_forest_2018_01L07S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BL_01L07S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BLP124.1BL_01L07S_01LP124.1BL_forest_2018_01L07S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_01SP124.1BS_forest_2018_01L07S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_02SP124.1BS_forest_2018_01L07S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_03SP124.1BS_forest_2018_01L07S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_04SP124.1BS_forest_2018_01L07S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_05SP124.1BS_forest_2018_01L07S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_06SP124.1BS_forest_2018_01L07S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P124.1BS_01L07S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP124.1BSP124.1BS_01L07S_07SP124.1BS_forest_2018_01L07S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AL_01L11S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ALP127.2AL_01L11S_01LP127.2AL_agriculture_2018_01L11S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_01SP127.2AS_agriculture_2018_01L11S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_02SP127.2AS_agriculture_2018_01L11S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_03SP127.2AS_agriculture_2018_01L11S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_04SP127.2AS_agriculture_2018_01L11S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_05SP127.2AS_agriculture_2018_01L11S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_06SP127.2AS_agriculture_2018_01L11S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_07SP127.2AS_agriculture_2018_01L11S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_08SP127.2AS_agriculture_2018_01L11S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_09SP127.2AS_agriculture_2018_01L11S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_10SP127.2AS_agriculture_2018_01L11S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2AS_01L11S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2ASP127.2AS_01L11S_11SP127.2AS_agriculture_2018_01L11S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BL_01L11S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BLP127.2BL_01L11S_01LP127.2BL_agriculture_2018_01L11S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_01SP127.2BS_agriculture_2018_01L11S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_02SP127.2BS_agriculture_2018_01L11S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_03SP127.2BS_agriculture_2018_01L11S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_04SP127.2BS_agriculture_2018_01L11S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_05SP127.2BS_agriculture_2018_01L11S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_06SP127.2BS_agriculture_2018_01L11S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_07SP127.2BS_agriculture_2018_01L11S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_08SP127.2BS_agriculture_2018_01L11S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_09SP127.2BS_agriculture_2018_01L11S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_10SP127.2BS_agriculture_2018_01L11S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P127.2BS_01L11S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP127.2BSP127.2BS_01L11S_11SP127.2BS_agriculture_2018_01L11S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_01SP129.1AS_dry_2018_00L12S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_02SP129.1AS_dry_2018_00L12S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_03SP129.1AS_dry_2018_00L12S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_04SP129.1AS_dry_2018_00L12S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_05SP129.1AS_dry_2018_00L12S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_06SP129.1AS_dry_2018_00L12S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_07SP129.1AS_dry_2018_00L12S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_08SP129.1AS_dry_2018_00L12S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_09SP129.1AS_dry_2018_00L12S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_10SP129.1AS_dry_2018_00L12S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_11SP129.1AS_dry_2018_00L12S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1AS_00L12S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1ASP129.1AS_00L12S_12SP129.1AS_dry_2018_00L12S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BL_01L11S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BLP129.1BL_01L11S_01LP129.1BL_dry_2018_01L11S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_01SP129.1BS_dry_2018_01L11S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_02SP129.1BS_dry_2018_01L11S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_03SP129.1BS_dry_2018_01L11S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_04SP129.1BS_dry_2018_01L11S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_05SP129.1BS_dry_2018_01L11S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_06SP129.1BS_dry_2018_01L11S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_07SP129.1BS_dry_2018_01L11S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_08SP129.1BS_dry_2018_01L11S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_09SP129.1BS_dry_2018_01L11S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_10SP129.1BS_dry_2018_01L11S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P129.1BS_01L11S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP129.1BSP129.1BS_01L11S_11SP129.1BS_dry_2018_01L11S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AL_01L07S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ALP132.1AL_01L07S_01LP132.1AL_urban_2018_01L07S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_01SP132.1AS_urban_2018_01L07S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_02SP132.1AS_urban_2018_01L07S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_03SP132.1AS_urban_2018_01L07S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_04SP132.1AS_urban_2018_01L07S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_05SP132.1AS_urban_2018_01L07S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_06SP132.1AS_urban_2018_01L07S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1AS_01L07S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1ASP132.1AS_01L07S_07SP132.1AS_urban_2018_01L07S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1BS_00L12S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1BSP132.1BS_00L12S_01SP132.1BS_urban_2018_00L12S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1BS_00L12S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1BSP132.1BS_00L12S_02SP132.1BS_urban_2018_00L12S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1BS_00L12S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1BSP132.1BS_00L12S_03SP132.1BS_urban_2018_00L12S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1BS_00L12S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1BSP132.1BS_00L12S_04SP132.1BS_urban_2018_00L12S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
"P132.1BS_00L12S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/StillImageP132.1BSP132.1BS_00L12S_05SP132.1BS_urban_2018_00L12S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"
